,DetectionQuality,ScientificName,Source,Virus,Virus_Confirmed,Wild,accession,common_names,domestic,host_family,host_genus,most_specific_diagnostic_Test,host_order,reference_ID,host_species,virus_name_corrections,virus_name,viral_class,genome_composition,viral_genus,viral_kingdom,last_change,MSL_of_last_change,viral_order,viral_phylum,proposal_for_last_change ,PubMed_Search,PubMed_Search_ln,viral_realm,Sort,viral_species,viral_subclass,viral_subfamily,viral_subgenus,viral_subkingdom,viral_suborder,viral_subphylum,viral_subrealm,taxon_history_URL,type_species,family,genus,hits,hits_ln,number_of_hosts,order,species,tax_id,tax_id_n,virus_name_old,VF,viral_family,group,Order
10,,Accipiter gentilis,EpiCenter,West Nile virus,1,,KC407673,nan,nan,Accipitridae,Accipiter,nucleotide,Accipitriformes,GENBANK,gentilis,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,9.0,ACCIPITRIFORMES
11,,Accipiter gentilis,EpiCenter,West Nile virus,1,,KC407673,nan,nan,Accipitridae,Accipiter,nucleotide,Accipitriformes,GENBANK,gentilis,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,5.0,ACCIPITRIFORMES
12,,Accipiter gentilis,EpiCenter,West Nile virus,1,,KJ501286,nan,nan,Accipitridae,Accipiter,nucleotide,Accipitriformes,GENBANK,gentilis,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,9.0,ACCIPITRIFORMES
13,,Accipiter gentilis,EpiCenter,West Nile virus,1,,KJ501286,nan,nan,Accipitridae,Accipiter,nucleotide,Accipitriformes,GENBANK,gentilis,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,5.0,ACCIPITRIFORMES
14,,Accipiter gentilis,EpiCenter,West Nile virus,1,,KP407867,nan,nan,Accipitridae,Accipiter,nucleotide,Accipitriformes,GENBANK,gentilis,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,9.0,ACCIPITRIFORMES
15,,Accipiter gentilis,EpiCenter,West Nile virus,1,,KP407867,nan,nan,Accipitridae,Accipiter,nucleotide,Accipitriformes,GENBANK,gentilis,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,5.0,ACCIPITRIFORMES
16,,Accipiter gentilis,EpiCenter,West Nile virus,1,,KX547511,nan,nan,Accipitridae,Accipiter,nucleotide,Accipitriformes,GENBANK,gentilis,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,9.0,ACCIPITRIFORMES
17,,Accipiter gentilis,EpiCenter,West Nile virus,1,,KX547511,nan,nan,Accipitridae,Accipiter,nucleotide,Accipitriformes,GENBANK,gentilis,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,5.0,ACCIPITRIFORMES
18,,Accipiter nisus,EpiCenter,West Nile virus,1,,EF116943,nan,nan,Accipitridae,Accipiter,nucleotide,Accipitriformes,GENBANK,nisus,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,9.0,ACCIPITRIFORMES
19,,Accipiter nisus,EpiCenter,West Nile virus,1,,EF116943,nan,nan,Accipitridae,Accipiter,nucleotide,Accipitriformes,GENBANK,nisus,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,5.0,ACCIPITRIFORMES
20,,Accipiter striatus,EpiCenter,West Nile virus,1,,KX547544,nan,nan,Accipitridae,Accipiter,nucleotide,Accipitriformes,GENBANK,striatus,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,9.0,ACCIPITRIFORMES
21,,Accipiter striatus,EpiCenter,West Nile virus,1,,KX547544,nan,nan,Accipitridae,Accipiter,nucleotide,Accipitriformes,GENBANK,striatus,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,5.0,ACCIPITRIFORMES
22,,Accipitridae sp,EpiCenter,West Nile virus,1,,KJ501497,nan,nan,Accipitridae,Sp,nucleotide,Accipitriformes,GENBANK,sp,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,9.0,ACCIPITRIFORMES
23,,Accipitridae sp,EpiCenter,West Nile virus,1,,KJ501497,nan,nan,Accipitridae,Sp,nucleotide,Accipitriformes,GENBANK,sp,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,5.0,ACCIPITRIFORMES
24,,Aegypius monachus,EpiCenter,West Nile virus,1,,DQ059559,nan,nan,Accipitridae,Aegypius,nucleotide,Accipitriformes,GENBANK,monachus,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,9.0,ACCIPITRIFORMES
25,,Aegypius monachus,EpiCenter,West Nile virus,1,,DQ059559,nan,nan,Accipitridae,Aegypius,nucleotide,Accipitriformes,GENBANK,monachus,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,5.0,ACCIPITRIFORMES
26,,Aquila adalberti,EpiCenter,West Nile virus,1,,EF152582,nan,nan,Accipitridae,Aquila,nucleotide,Accipitriformes,GENBANK,adalberti,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,9.0,ACCIPITRIFORMES
27,,Aquila adalberti,EpiCenter,West Nile virus,1,,EF152582,nan,nan,Accipitridae,Aquila,nucleotide,Accipitriformes,GENBANK,adalberti,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,5.0,ACCIPITRIFORMES
28,,Aquila chrysaetos,EpiCenter,West Nile virus,1,,FJ766332,nan,nan,Accipitridae,Aquila,nucleotide,Accipitriformes,GENBANK,chrysaetos,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,9.0,ACCIPITRIFORMES
29,,Aquila chrysaetos,EpiCenter,West Nile virus,1,,FJ766332,nan,nan,Accipitridae,Aquila,nucleotide,Accipitriformes,GENBANK,chrysaetos,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,5.0,ACCIPITRIFORMES
30,,Aquila fasciata,EpiCenter,West Nile virus,1,,EU486171,nan,nan,Accipitridae,Aquila,nucleotide,Accipitriformes,GENBANK,fasciata,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,9.0,ACCIPITRIFORMES
31,,Aquila fasciata,EpiCenter,West Nile virus,1,,EU486171,nan,nan,Accipitridae,Aquila,nucleotide,Accipitriformes,GENBANK,fasciata,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,5.0,ACCIPITRIFORMES
32,,Buteo jamaicensis,EpiCenter,West Nile virus,1,,0,nan,nan,Accipitridae,Buteo,PRNT,Accipitriformes,113-ES-10,jamaicensis,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,9.0,ACCIPITRIFORMES
33,,Buteo jamaicensis,EpiCenter,West Nile virus,1,,0,nan,nan,Accipitridae,Buteo,PRNT,Accipitriformes,113-ES-10,jamaicensis,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,5.0,ACCIPITRIFORMES
34,,Buteo jamaicensis,EpiCenter,West Nile virus,1,,DQ164204,nan,nan,Accipitridae,Buteo,nucleotide,Accipitriformes,GENBANK,jamaicensis,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,9.0,ACCIPITRIFORMES
35,,Buteo jamaicensis,EpiCenter,West Nile virus,1,,DQ164204,nan,nan,Accipitridae,Buteo,nucleotide,Accipitriformes,GENBANK,jamaicensis,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,5.0,ACCIPITRIFORMES
36,,Buteo jamaicensis,EpiCenter,West Nile virus,1,,DQ874467,nan,nan,Accipitridae,Buteo,nucleotide,Accipitriformes,GENBANK,jamaicensis,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,9.0,ACCIPITRIFORMES
37,,Buteo jamaicensis,EpiCenter,West Nile virus,1,,DQ874467,nan,nan,Accipitridae,Buteo,nucleotide,Accipitriformes,GENBANK,jamaicensis,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,5.0,ACCIPITRIFORMES
38,,Buteo jamaicensis,EpiCenter,West Nile virus,1,,HM538583,nan,nan,Accipitridae,Buteo,nucleotide,Accipitriformes,GENBANK,jamaicensis,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,9.0,ACCIPITRIFORMES
39,,Buteo jamaicensis,EpiCenter,West Nile virus,1,,HM538583,nan,nan,Accipitridae,Buteo,nucleotide,Accipitriformes,GENBANK,jamaicensis,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,5.0,ACCIPITRIFORMES
40,,Buteo jamaicensis,EpiCenter,West Nile virus,1,,KJ501462,nan,nan,Accipitridae,Buteo,nucleotide,Accipitriformes,GENBANK,jamaicensis,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,9.0,ACCIPITRIFORMES
41,,Buteo jamaicensis,EpiCenter,West Nile virus,1,,KJ501462,nan,nan,Accipitridae,Buteo,nucleotide,Accipitriformes,GENBANK,jamaicensis,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,5.0,ACCIPITRIFORMES
42,,Buteo jamaicensis,EpiCenter,West Nile virus,1,,KJ501515,nan,nan,Accipitridae,Buteo,nucleotide,Accipitriformes,GENBANK,jamaicensis,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,9.0,ACCIPITRIFORMES
43,,Buteo jamaicensis,EpiCenter,West Nile virus,1,,KJ501515,nan,nan,Accipitridae,Buteo,nucleotide,Accipitriformes,GENBANK,jamaicensis,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,5.0,ACCIPITRIFORMES
44,,Buteo lineatus,EpiCenter,West Nile virus,1,,AF385244,nan,nan,Accipitridae,Buteo,nucleotide,Accipitriformes,GENBANK,lineatus,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,9.0,ACCIPITRIFORMES
45,,Buteo lineatus,EpiCenter,West Nile virus,1,,AF385244,nan,nan,Accipitridae,Buteo,nucleotide,Accipitriformes,GENBANK,lineatus,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,5.0,ACCIPITRIFORMES
46,,Buteo lineatus,EpiCenter,West Nile virus,1,,0,nan,nan,Accipitridae,Buteo,PRNT,Accipitriformes,113-ES-10,lineatus,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,9.0,ACCIPITRIFORMES
47,,Buteo lineatus,EpiCenter,West Nile virus,1,,0,nan,nan,Accipitridae,Buteo,PRNT,Accipitriformes,113-ES-10,lineatus,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,5.0,ACCIPITRIFORMES
